"CDSCode","NCESDist","NCESSchool","StatusType","County","District","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","NAVICAT_ROWID"
"01612590115618","0628050","12055","Active","Alameda","Oakland Unified","Greenleaf Elementary","6328 East 17th Street","6328 East 17th St.","Oakland","94621-3832","CA","6328 East 17th Street","6328 East 17th St.","Oakland","94621-3832","CA","(510) 636-1400",,,"2007-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","P-8","K-8","N","0","37.764386","-122.19484","Romy","Trigg-Smith","romy.trigg-smith@ousd.org",,,,,,,"2016-07-19","451"
"01612590115626","0628050","12048","Active","Alameda","Oakland Unified","West Oakland Middle","991 14th Street","991 14th St.","Oakland","94607-3230","CA","991 14th Street","991 14th St.","Oakland","94607-3230","CA","(510) 874-6788",,,"2007-07-01",,"0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","6-8","6-8","N","0","37.80873","-122.28272","Neha","Ummat","neha.ummat@ousd.org",,,,,,,"2015-11-02","452"
"01612590115634","0628050","12051","Closed","Alameda","Oakland Unified","Barack Obama Academy","9736 Lawlor Street","9736 Lawlor St.","Oakland","94605","CA","9736 Lawlor Street","9736 Lawlor St.","Oakland","94605","CA",,,,"2007-08-27","2012-06-30","0",,,"54","Unified School District","69","District Community Day Schools","COMMDAY","Community Day School","INTMIDJR","Intermediate/Middle/Junior High","6-8","7-8",,,"37.751222","-122.15709",,,,,,,,,,"2013-07-02","453"
"01612590115667","0628050","12049","Active","Alameda","Oakland Unified","Oakland International High","4521 Webster Street","4521 Webster St.","Oakland","94609-2140","CA","4521 Webster Street","4521 Webster St.","Oakland","94609-2140","CA","(510) 597-4287",,,"2007-08-27",,"0",,,"54","Unified School District","63","Alternative Schools of Choice","ALTSOC","Alternative School of Choice","HS","High School","9-12","9-12","N","0","37.833534","-122.26018","Carmelita","Welsh-Reyes","carmelita.reyes@ousd.org","Sailaja","Saresh","sailaga.saresh@ousd.org",,,,"2015-10-30","454"
"01612590116137","0628050","12052","Closed","Alameda","Oakland Unified","East Oakland Leadership Academy High","2607 Seminary Avenue","2607 Seminary Ave.","Oakland","94605","CA","2614 Seminary Avenue","2614 Seminary Ave.","Oakland","94605","CA",,,,"2008-08-20","2013-06-30","1","0955","Directly funded","54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12",,,"37.771809","-122.19019",,,,,,,,,,"2013-08-06","455"
"01612590118224","0628050","12331","Active","Alameda","Oakland Unified","Aspire Golden State College Preparatory Academy","1009 66th Avenue","1009 66th Ave.","Oakland","94610-3430","CA","1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100","Oakland","94606","CA","(510) 562-8030",,"www.aspirepublicschools.org","2008-08-05",,"1","1023","Directly funded","54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","6-12","6-12","N","0","37.759099","-122.19807","Bronwyn","LaMay","delphine.sherman@aspirepublicschools.org",,,,,,,"2016-04-19","456"
"01612590118653","0628050","12325","Active","Alameda","Oakland Unified","Ralph J. Bunche High","1240 18th Street","1240 18th St.","Oakland","94607-2223","CA","1240 18th Street","1240 18th St.","Oakland","94607-2223","CA","(510) 874-3300",,,"2008-08-25",,"0",,,"54","Unified School District","68","Continuation High Schools","CON","Continuation School","HS","High School","9-12","11-12","N","0","37.8132","-122.28784","Betsye","Steele","betsye.steele@ousd.org",,,,,,,"2015-10-30","457"
"01612590119859","0628050","12506","Active","Alameda","Oakland Unified","Gateway to College at Laney College","900 Fallon Street","900 Fallon St.","Oakland","94607-4808","CA","900 Fallon Street","900 Fallon St.","Oakland","94607-4808","CA","(510) 464-3592",,"www.elaney.org/wp/gateway","2009-08-20",,"0",,,"54","Unified School District","63","Alternative Schools of Choice","ALTSOC","Alternative School of Choice","HS","High School","9-12","9-12","N","0","37.797155","-122.26377","Rogeair","Purnell","rpurnell@peralta.edu",,,,,,,"2015-06-18","458"
"01612590120188","0628050","12542","Active","Alameda","Oakland Unified","Aspire ERES Academy","1936 Courtland Avenue","1936 Courtland Ave.","Oakland","94601-4614","CA","1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100","Oakland","94606","CA","(510) 436-9760",,"www.aspirepublicschools.org","2009-08-17",,"1","1115","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-8","N","0","37.775676","-122.21206","Courtney","Walker","delphine.sherman@aspirepublicschools.org",,,,,,,"2015-06-18","459"
"01612590120626","0628050","12497","Closed","Alameda","Oakland Unified","Civicorps Middle","1086 Alcatraz Avenue","1086 Alcatraz Ave.","Oakland","94608","CA","1086 Alcatraz Avenue","1086 Alcatraz Ave.","Oakland","94608","CA",,,"www.civicorps-elementary.org","2009-09-08","2011-06-30","1","1145","Directly funded","54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","ELEM","Elementary","5-8","1-5",,,"37.847128","-122.28359",,,,,,,,,,"2013-07-02","460"
"01612590121210","0628050","12842","Active","Alameda","Oakland Unified","Infant and Preschool Program","3550 64th Avenue","3550 64th Ave.","Oakland","94605-1802","CA","3550 64th Avenue","3550 64th Ave.","Oakland","94605-1802","CA","(510) 729-7771",,,"2009-08-31",,"0",,,"54","Unified School District","08","Preschool","TRAD","Traditional","ELEM","Elementary","P","1","N",,"37.775283","-122.17722","Mary","Busby","mary.busby@ousd.org",,,,,,,"2015-10-26","461"
"01612590121228","0628050","12611","Active","Alameda","Oakland Unified","Young Adult Program","1011 Union Street","1011 Union St.","Oakland","94607-2236","CA","1011 Union Street","1011 Union St.","Oakland","94607-2236","CA","(510) 879-2715",,,"2009-08-03",,"0",,,"54","Unified School District","09","Special Education Schools (Public)","SPEC","Special Education School","A","Adult","Adult",,"N","0","37.807767","-122.28941","Sheilagh","Andujar","sheilagh.andujar@ousd.org",,,,,,,"2015-11-06","462"
"01612590121376","0628050","12610","Active","Alameda","Oakland Unified","Home and Hospital Program","1011 Union Street","1011 Union St.","Oakland","94607-4808","CA","1011 Union Street","1011 Union St.","Oakland","94607-4808","CA","(510) 879-8180",,,"2009-08-31",,"0",,,"54","Unified School District","65","K-12 Schools (Public)","HOMHOS","Home and Hospital","ELEMHIGH","Elementary-High Combination","K-12","5-11","N","0","37.807767","-122.28941","Katherine","Duffy-Sherr","katherine.duffy@ousd.org",,,,,,,"2015-11-06","463"
"01612590123026","0628050","13483","Active","Alameda","Oakland Unified","Burbank Preschool Center","3550 64th Avenue","3550 64th Ave.","Oakland","94605-1802","CA","3550 64th Avenue","3550 64th Ave.","Oakland","94605-1802","CA","(510) 729-7771",,,"2010-08-30",,"0",,,"54","Unified School District","08","Preschool","SPEC","Special Education School","PS","Preschool","P",,"N",,"37.775669","-122.17762","Christie","Anderson","christie.anderson@ousd.org",,,,,,,"2015-10-19","464"
"01612590123711","0628050","12648","Active","Alameda","Oakland Unified","Vincent Academy","2501 Chestnut Street","2501 Chestnut St.","Oakland","94607-2477","CA","2501 Chestnut Street","2501 Chestnut St.","Oakland","94607-2477","CA","(510) 452-2100",,"www.vincentacademy.org","2011-08-22",,"1","1271","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.818122","-122.28219","Kate","Nicol","knicol@vincentacademy.org","Sophath","Mey","smey@vincentacademy.org","Drew","Sarratore","dsarratore@vincentacademy.org","2015-10-02","465"
"01612590125161","0628050","12992","Active","Alameda","Oakland Unified","Castlemont High","8601 MacArthur Boulevard","8601 MacArthur Blvd.","Oakland","94605-4037","CA","8601 MacArthur Boulevard","8601 MacArthur Blvd.","Oakland","94605-4037","CA","(510) 639-1466","470",,"2011-08-29",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","0","37.759536","-122.16291","William","Chavarin","william.chavarin@ousd.org","Jorge","Wahner","jorge.wahner@ousd.org",,,,"2015-10-19","466"
"01612590125716","0628050","13062","Active","Alameda","Oakland Unified","Fremont High","4610 Foothill Boulevard","4610 Foothill Blvd.","Oakland","94601-4618","CA","4610 Foothill Boulevard","4610 Foothill Blvd.","Oakland","94601-4618","CA","(510) 434-5257",,,"2012-08-27",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","0","37.7744","-122.20972","Tom","Skjerheim","tom.skjerheim@ousd.org","Rosemary","McAtee","rosemary.mcatee@ousd.org",,,,"2016-07-19","467"
"01612590125856","0628050","13190","Closed","Alameda","Oakland Unified","100 Black Men of the Bay Area Community","3400 Malcolm Avenue","3400 Malcolm Ave.","Oakland","94607-1404","CA","3400 Malcolm Avenue","3400 Malcolm Ave.","Oakland","94607-1404","CA",,,"www.100school.org","2012-08-06","2014-10-28","1","1399",,"54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-12","K-7",,,"37.745418","-122.14067",,,,,,,,,,"2014-11-17","468"
"01612590126748","0628050","13155","Active","Alameda","Oakland Unified","LPS Oakland R & D Campus","8601 MacArthur Boulevard, Building 100","8601 MacArthur Blvd., Bldg. 100","Oakland","94605-4037","CA","1404 Franklin Street, Suite 300","1404 Franklin Street, Ste. 300","Oakland","94612","CA","(510) 633-0750",,"www.leadps.org","2012-08-21",,"1","1449","Directly funded","54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","0","37.759536","-122.16291","Ellen","Digiacomo","edigiacomo@leadps.org","Laura","Hayes","lhayes@leadps.org",,,,"2016-07-20","469"
"01612590128413","0628050","13676","Active","Alameda","Oakland Unified","Aspire College Academy","8030 Atherton Street","8030 Atherton St.","Oakland","94605-3430","CA","1001  22nd Avenue, Suite 100","1001  22nd Avenue, Ste. 100","Oakland","94606","CA","(510) 562-8030",,"www.aspirepublicschools.org","2013-08-05",,"1","1577","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.761272","-122.1709","Jessica","Newburn","delphine.sherman@aspirepublicschools.org",,,,,,,"2015-06-18","470"
"01612590129403","0628050","13772","Active","Alameda","Oakland Unified","Epic Charter","1112 29th Avenue","1112 29th Ave.","Oakland","94601-2212","CA","1112 29th Avenue","1112 29th Ave.","Oakland","94601-2212","CA","(510) 689-2035",,"www.makeitepic.org","2014-08-25",,"1","1632","Directly funded","54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","6-8","6-7","N","0","37.777472","-122.23049","Michael","Hatcher","mhatcher@efcps.net",,,,,,,"2016-09-30","471"
"01612590129635","0628050","13752","Active","Alameda","Oakland Unified","Downtown Charter Academy","301 12th Street","301 12th St.","Oakland","94607-4217","CA","301 12th Street","301 12th St.","Oakland","94607-4217","CA","(510) 444-1702",,"www.amethodschools.org","2014-08-20",,"1","1661","Directly funded","54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","6-8","6-8","N","0","37.801492","-122.26875","Angela","Ortega","aortega@amethodschools.org",,,,,,,"2015-06-18","472"
"01612590129932","0628050","13735","Active","Alameda","Oakland Unified","East Bay Innovation Academy","3400 Malcolm Avenue","3400 Malcolm Ave.","Oakland","94605-5353","CA","3400 Malcolm Avenue","3400 Malcolm Ave.","Oakland","94605-5353","CA","(510) 577-9557",,"http://eastbayia.org","2014-08-18",,"1","1620","Directly funded","54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","6-12","6-8","N","0","37.746172","-122.14121","Devin","Krugman","dkrugman@eastbayia.org",,,,,,,"2015-10-16","473"
"01612590130070","0628050",,"Closed","Alameda","Oakland Unified","Adult Evening","2455 Church Street","2455 Church St.","Oakland","94605","CA","2455 Church Street","2455 Church St.","Oakland","94605","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","70","Adult Education Centers",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","474"
"01612590130088","0628050",,"Closed","Alameda","Oakland Unified","McClymonds Evening High","2607 Myrtle Street","2607 Myrtle St.","Oakland","94607","CA","2607 Myrtle Street","2607 Myrtle St.","Oakland","94607","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","70","Adult Education Centers",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","475"
"01612590130112","0628050",,"Closed","Alameda","Oakland Unified","Skyline Evening High","12250 Skyline Boulevard","12250 Skyline Blvd.","Oakland","94619","CA","12250 Skyline Boulevard","12250 Skyline Blvd.","Oakland","94619","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","70","Adult Education Centers",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","476"
"01612590130146","0628050","07326","Active","Alameda","Oakland Unified","Rudsdale Continuation","8251 Fontaine Street","8251 Fontaine St.","Oakland","94605-4109","CA","8251 Fontaine Street","8251 Fontaine St.","Oakland","94605-4109","CA","(510) 729-4303",,,"1980-07-01",,"0",,,"54","Unified School District","68","Continuation High Schools","CON","Continuation School","HS","High School","9-12","10-12","N","0","37.766251","-122.15439","Willie","Thompson","willie.thompson@ousd.org",,,,,,,"2015-10-30","477"
"01612590130153","0628050",,"Closed","Alameda","Oakland Unified","Pleasant Valley Adult","920 53rd Street","920 53rd St.","Oakland","94608-3143","CA","920 53rd Street","920 53rd St.","Oakland","94608-3143","CA",,,,"1980-07-01","2010-07-01","0",,,"54","Unified School District","70","Adult Education Centers","TRAD","Traditional","ELEM","Elementary","K",,,,,,,,,,,,,,,"2011-02-16","478"
"01612590130161","0628050",,"Closed","Alameda","Oakland Unified","East Oakland Street Academy","609 98th Avenue","609 98th Ave.","Oakland","94603","CA","609 98th Avenue","609 98th Ave.","Oakland","94603","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","479"
"01612590130179","0628050","07804","Active","Alameda","Oakland Unified","Street Academy (Alternative)","417 29th Street","417 29th St.","Oakland","94609-3510","CA","417 29th Street","417 29th St.","Oakland","94609-3510","CA","(510) 874-3630",,,"1980-07-01",,"0",,,"54","Unified School District","63","Alternative Schools of Choice","ALTSOC","Alternative School of Choice","HS","High School","9-12","9-12","N","0","37.817842","-122.26548","Gina","Hill","gina.hill@ousd.org",,,,,,,"2015-10-30","480"
"01612590130187","0628050","13630","Active","Alameda","Oakland Unified","Neighborhood Centers Adult Education","750 International Boulevard","750 International Blvd.","Oakland","94606-2214","CA","Adult and Career Education Office at McClymonds 2607 Myrtle Street","Adult and Career Education Office at McClymonds 2607 Myrtle St.","Oakland","94607","CA","(510) 273-2300",,,"1980-07-01",,"0",,,"54","Unified School District","70","Adult Education Centers","TRAD","Traditional","A","Adult","Adult",,"N",,"37.793888","-122.25135","Chris","Nelson","christian.nelson@ousd.k12.ca.us",,,,,,,"2016-01-29","481"
"01612590130203","0628050",,"Closed","Alameda","Oakland Unified","Renaissance Junior/Senior High","1101 Third Avenue","1101 Third Ave.","Oakland","94606","CA","1101 Third Avenue","1101 Third Ave.","Oakland","94606","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","482"
"01612590130237","0628050",,"Closed","Alameda","Oakland Unified","Oakland Special Programs (Cyes","1025 Second Street","1025 Second St.","Oakland","94606-2212","CA","1025 Second Street","1025 Second St.","Oakland","94606-2212","CA",,,,"1980-07-01","1996-04-03","0",,,"54","Unified School District","09","Special Education Schools (Public)",,,"ELEMHIGH","Elementary-High Combination","K-12",,,,,,,,,,,,,,,"1999-06-24","483"
"01612590130245","0628050","07324","Closed","Alameda","Oakland Unified","Arts (Alternative)","5263 Broadway Terrace","5263 Broadway Terr.","Oakland","94618-1418","CA","5263 Broadway Terrace","5263 Broadway Terr.","Oakland","94618-1418","CA",,,,"1980-07-01","2003-06-03","0",,,"54","Unified School District","63","Alternative Schools of Choice",,,"ELEM","Elementary","K-8","K-8",,,,,,,,,,,,,,"2009-01-30","484"
"01612590130328","0628050",,"Closed","Alameda","Oakland Unified","Rudsdale Senior High","1025 81st Avenue","1025 81st Ave.","Oakland","94621","CA","1025 81st Avenue","1025 81st Ave.","Oakland","94621","CA",,,,"1980-07-01","1989-02-06","0",,,"54","Unified School District","68","Continuation High Schools",,,"HS","High School","9-12",,,,,,,,,,,,,,,"1999-06-24","485"
"01612590130336","0628050",,"Closed","Alameda","Oakland Unified","Clawson Senior High","3315 Magnolia Street","3315 Magnolia St.","Oakland","94608","CA","3315 Magnolia Street","3315 Magnolia St.","Oakland","94608","CA",,,,"1980-07-01","1989-02-06","0",,,"54","Unified School District","68","Continuation High Schools",,,"HS","High School","9-12",,,,,,,,,,,,,,,"1999-06-24","486"
"01612590130344","0628050",,"Closed","Alameda","Oakland Unified","Eastside Continuation High","6701 East 14th Street","6701 East 14th St.","Oakland","94621-3501","CA","6701 East 14th Street","6701 East 14th St.","Oakland","94621-3501","CA",,,,"1980-07-01","1996-06-30","0",,,"54","Unified School District","68","Continuation High Schools",,,"HS","High School","9-12",,,,,,,,,,,,,,,"2005-12-23","487"
"01612590130377","0628050",,"Merged","Alameda","Oakland Unified","Lafayette Opportunity","1700 Market Street","1700 Market St.","Oakland","94607","CA","1700 Market Street","1700 Market St.","Oakland","94607","CA",,,,"1980-07-01","1985-03-06","0",,,"54","Unified School District","66","High Schools (Public)",,,"HS","High School","7-12",,,,,,,,,,,,,,,"1999-06-24","488"
"01612590130385","0628050",,"Closed","Alameda","Oakland Unified","Manzanita Opportunity","2701 22nd Avenue","2701 22nd Ave.","Oakland","94601","CA","2701 22nd Avenue","2701 22nd Ave.","Oakland","94601","CA",,,,"1980-07-01","1986-10-14","0",,,"54","Unified School District","64","Junior High Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","489"
"01612590130468","0628050",,"Closed","Alameda","Oakland Unified","Bunche Continuation High","1240 18th Street","1240 18th St.","Oakland","94607-2223","CA","(Per Supt. 9/8/98)","(Per Supt. 9/8/98)","Oakland","94607-2223","CA",,,,"1980-07-01","1998-10-07","0",,,"54","Unified School District","68","Continuation High Schools",,,"HS","High School","7-12","7-12",,,,,,,,,,,,,,"1999-06-24","490"
"01612590130518","0628050","05632","Closed","Alameda","Oakland Unified","Civicorps Elementary","1086 Alcatraz Avenue","1086 Alcatraz Ave.","Oakland","94608-1265","CA","1086 Alcatraz Avenue","1086 Alcatraz Ave.","Oakland","94608-1265","CA",,,"www.cvcorps.org","1996-09-03","2012-06-08","1","0099",,"54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5",,,"37.847128","-122.28359",,,,,,,,,,"2013-07-02","491"
"01612590130526","0628050","05665","Closed","Alameda","Oakland Unified","Merritt Middle College High (Alternative)","12500 Campus Drive","12500 Campus Dr.","Oakland","94607","CA","12500 Campus Drive","12500 Campus Dr.","Oakland","94607","CA",,,,"1996-09-03","2007-08-15","0",,,"54","Unified School District","63","Alternative Schools of Choice","ALTSOC","Alternative School of Choice","HS","High School","9-12","9-12",,,,,,,,,,,,,,"2009-10-02","492"
"01612590130542","0628050","13300","Active","Alameda","Oakland Unified","Oakland Adult and Career Education","2607 Myrtle Street","2607 Myrtle St.","Oakland","94607","CA","2607 Myrtle Street","2607 Myrtle St.","Oakland","94607","CA","(510) 273-2300",,,"1998-09-28",,"0",,,"54","Unified School District","70","Adult Education Centers","TRAD","Traditional","A","Adult","Adult",,"N",,"37.818663","-122.27894","Sue","Pon","sue.pon@ousd.org",,,,,,,"2016-01-30","493"
"01612590130575","0628050","08676","Active","Alameda","Oakland Unified","LIFE Academy","2101 35th Avenue","2101 35th Ave.","Oakland","94601-3124","CA","2101 35th Avenue","2101 35th Ave.","Oakland","94601-3124","CA","(510) 534-0282",,,"2001-09-04",,"0",,,"54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","6-12","6-12","N","0","37.784286","-122.21676","Aryn","Bowman","aryn.bowman@ousd.org",,,,,,,"2016-04-19","494"
"01612590130591","0628050","10407","Closed","Alameda","Oakland Unified","University Preparatory Charter Academy","7200 Bancroft Avenue","7200 Bancroft Ave.","Oakland","94605","CA","3030 75th Avenue","3030 75th Ave.","Oakland","94605","CA",,,,"2002-01-15","2007-08-10","1","0386","Directly funded","54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12",,,,,,,,,,,,,,"2009-10-02","495"
"01612590130617","0628050","10729","Active","Alameda","Oakland Unified","Oakland Military Institute, College Preparatory Academy","3877 Lusk Street","3877 Lusk St.","Oakland","94608-3822","CA","3877 Lusk Street","3877 Lusk St.","Oakland","94608-3822","CA","(510) 594-3900",,"www.omiacademy.org","2001-08-13",,"1","0349","Directly funded","54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","6-12","6-12","N","0","37.829395","-122.27234","Richard B.","Wallis","rwallis@omiacademy.org","Johnna","Grell","jgrell@omiacademy.org",,,,"2016-04-19","496"
"01612590130633","0628050","10408","Active","Alameda","Oakland Unified","Lighthouse Community Charter","444 Hegenberger Street","444 Hegenberger St.","Oakland","94621-1418","CA","444 Hegenberger Street","444 Hegenberger St.","Oakland","94621-1418","CA","(510) 562-8801",,"www.lighthousecharter.org","2001-09-01",,"1","0413","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-8","N","0","37.73705","-122.19663","Steve","Sexton","steve@lighthousecharter.org","Brandon","Paige","brandon.paige@lighthousecharter.org",,,,"2016-04-19","497"
"01612590130658","0628050",,"Closed","Alameda","Oakland Unified","Lotus Agriculture and Technology Academy","6441 Herzog Street","6441 Herzog St.","Oakland","94608","CA","6441 Herzog Street","6441 Herzog St.","Oakland","94608","CA",,,"www.Lotosprepschool.com","2004-09-01","2004-09-07","1","0462",,"54","Unified School District","60","Elementary Schools (Public)",,,"ELEM","Elementary","K-5",,,,,,,,,,,,,,,"2004-09-07","498"
"01612590130666","0628050","10459","Active","Alameda","Oakland Unified","Aspire Lionel Wilson College Preparatory Academy","400 105th Avenue","400 105th Ave.","Oakland","94603-2968","CA","1001 22nd Avenue, Suite100","1001 22nd Ave., Ste.100","Oakland","94606","CA","(510) 635-7737",,"www.aspirepublicschools.org","2002-09-01",,"1","0465","Directly funded","54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","6-12","6-12","N","0","37.729387","-122.18048","Michelle","Cortez","delphine.sherman@aspirepublicschools.org",,,,,,,"2016-04-19","499"
"01612590130674","0628050","10460","Closed","Alameda","Oakland Unified","School of Social Justice and Community Develo","8501 International Boulevard","8501 International Blvd.","Oakland","94621","CA","8501 International Boulevard","8501 International Blvd.","Oakland","94621","CA",,,"www.ousd.k12.ca.us","2002-09-16","2004-11-16","0",,,"54","Unified School District","66","High Schools (Public)",,,"HS","High School","9-12","9-12",,,,,,,,,,,,,,"2009-01-30","500"
"01612590130732","0628050","10724","Active","Alameda","Oakland Unified","Aspire Triumph Technology Academy","3200 62nd Avenue","3200 62nd Ave.","Oakland","94605-1614","CA","1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100","Oakland","94606","CA","(510) 638-9445",,"www.aspirepublicschools.org","2014-08-04",,"1","1663","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.773956","-122.18252","Jessica","Chacon","delphine.sherman@aspirepublicschools.org",,,,,,,"2015-06-18","501"
"01612590131672","0628050","13864","Active","Alameda","Oakland Unified","Castlemont Primary Academy","8711 MacArthur Boulevard","8711 MacArthur Blvd.","Oakland","94605-4000","CA","8711 MacArthur Boulevard","8711 MacArthur Blvd.","Oakland","94605-4000","CA","(510) 457-6900",,"www.cctschools.org","2015-08-31",,"1","1712","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.758313","-122.16236","Detra","Denully","ddenully@cctschools.org",,,,,,,"2016-07-21","502"
"01612590131896","0628050","13856","Active","Alameda","Oakland Unified","Roses in Concrete","4551 Steele Street","4551 Steele St.","Oakland","94619-2743","CA","4551 Steele Street","4551 Steele St.","Oakland","94619-2743","CA","(510) 698-3794",,"http://rosesinconcrete.org/","2015-08-24",,"1","1713","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-4","N","0","37.785816","-122.18864","Jeff","Duncan-Andrade","jandrade@rosesinconcrete.org",,,,,,,"2016-02-11","503"
"01612590131946","0628050","13889","Closed","Alameda","Oakland Unified","Castlemont Junior Academy","8711 MacArthur Boulevard","8711 MacArthur Blvd.","Oakland","94605-4000","CA","8711 MacArthur Boulevard","8711 MacArthur Blvd.","Oakland","94605-4000","CA",,,"www.cctschools.org","2015-08-31","2016-06-30","1","1714","Directly funded","54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","ELEM","Elementary","6-8","6","N","0","37.758313","-122.16236",,,,,,,,,,"2016-07-08","504"
"01612590132043","0628050",,"Closed","Alameda","Oakland Unified","Castlemont Evening High","8601 Macarthur Boulevard","8601 Macarthur Blvd.","Oakland","94605","CA","8601 Macarthur Boulevard","8601 Macarthur Blvd.","Oakland","94605","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","70","Adult Education Centers",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","505"
"01612590132092","0628050","04247","Closed","Alameda","Oakland Unified","Leadership Preparatory High","8601 MacArthur Boulevard","8601 MacArthur Blvd.","Oakland","94605-4037","CA","8601 MacArthur Boulevard","8601 MacArthur Blvd.","Oakland","94605-4037","CA",,,,"1980-07-01","2004-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"HS","High School","9-12","9-12",,,,,,,,,,,,,,"2009-01-30","506"
"01612590132514","0628050","13942","Active","Alameda","Oakland Unified","Francophone Charter School of Oakland","9736 Lawlor Street","9736 Lawlor St.","Oakland","94605-4735","CA","9736 Lawlor Street","9736 Lawlor St.","Oakland","94605-4735","CA","(510) 394-4110",,"www.francophoneschool.wordpress.com","2015-08-24",,"1","1708","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-3","P","0","37.751364","-122.15729","Ben","Duaudi","principal@francophoneschool.org",,,,,,,"2016-05-09","507"
